rtA1,rtA2,rtA1a,rtA1b,rtA1c,rtA1a1,rtA1a2,rtA1b1,rtA1b2,rtA1c1,rtA1c2,rtA1a1a,rtA1a1b,rtA1a2a,rtA1a2b,rtA1b1a,rtA1b1b,rtA1c1a,rtA1c1b,rtA1c2a,rtA1c2b,rtA2a,rtA2b,rtA2a1,rtA2a2,rtA2a3,rtA2a1A,rtA2a1B,rtA2a1A1,rtA2a1A2,rtA2a1B1,rtA2a1B2,rtA2a2A,rtA2a2B,rtA2a2A1,rtA2a2A2,rtA2a2B1,rtA2a2B2,rtA2a3A,rtA2a3B,rtA2a3A1,rtA2a3A2,rtA2a3B1,rtA2a3B2,rtA2b1,rtA2b2,rtA2b1A,rtA2b1B,rtA2b2A,rtA2b2B,id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n0,true,0.7988227072975405,0.7423822435803261,20,0.8297806632622614,false,0,0,0.8683732345655675,0.6456958201538048,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n1,false,0.20653767672076306,0.6570915961513979,0,0.2208390214396423,false,0,0,0.9832300599091939,0.7961068371043796,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n2,true,0.9975533703710595,0.671038099788071,13,0.601689902564789,false,0,0,0.9440550780497615,0.8348704472659068,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n3,false,0.5728618257229481,0.32782853325551614,0,0.2651757920049506,true,0,0,0.27431706433233893,0.6994857384563602,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n5,false,0.800706807134932,0.17819863436245098,0,0.6338422652033804,false,0,0,0.07952248980415655,0.7601403526665106,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n6,false,0.6601775012498213,0.6504147244199621,0,0.5788653567100649,false,0,0,0.6662522458597792,0.6837104347809374,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n11,true,0.45819727521311665,0.3025317380937844,20,0.7471866903278447,false,0,0,0.889647466254678,0.3211666668612001,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n13,true,0.3165672247966208,0.8722635791123434,21,0.168133552639886,false,0,0,0.49821242123872833,0.9785935836643253,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n15,true,0.8411817850301453,0.656149352004358,19,0.2867856684861234,false,0,0,0.38153583933906354,0.9344531699912055,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n17,true,0.46492031603245976,0.5483458251591906,20,0.6886165877740495,false,0,0,0.06886212705430028,0.7739921317858512,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n21,true,0.34328574105665305,0.8001804140435368,20,0.8905107772668672,false,0,0,0.5554121136819747,0.6097622357334183,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n23,true,0.027485874612901973,0.2676712207567758,20,0.16597891164874679,false,0,0,0.560947205373336,0.5829698213303929,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n30,false,0.516294676507646,0.8708776010541049,0,0.8559064849975662,false,0,0,0.4960603433241171,0.4112257092515874,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n35,true,0.1433231781474763,0.6471293936761503,5,0.3844794522906781,false,0,0,0.3395327263530634,0.6749796537823839,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n37,false,0.20578974206213352,0.18107902666892406,0,0.6174720579589481,true,0,0,0.9151410303469114,0.9026430146379344,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n40,false,0.6710872368097244,0.5885258412973439,0,0.457284282228135,true,0,0,0.5556969459434515,0.8435819320833893,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n42,true,0.9998994358134465,0.5656878218026997,19,0.004542457353093887,false,0,0,0.5550204343306363,0.4646471616530307,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n46,true,0.9041355620539435,0.3575518194982263,20,0.8581248793655563,false,0,0,0.1703918453025537,0.7314744254606519,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n49,true,0.9984318494732987,0.3059558771059485,20,0.051215594210120285,false,0,0,0.1395618598050682,0.628830914808981,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n51,false,0.4033895786499038,0.5452723151878912,0,0.3855642458374378,false,0,0,0.9862056623292895,0.4195890576975969,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n52,true,0.7614327538030181,0.9876486905565816,19,0.2104646586811167,false,0,0,0.07045922186777942,0.8776678240904896,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n53,true,0.6090333006692522,0.4378866841125667,19,0.34511705175414087,false,0,0,0.43898818178673993,0.8054763099898524,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n54,false,0.10272193185372336,0.5731051316703266,0,0.46322274993433554,false,0,0,0.8167487439956598,0.2031942287063514,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n59,false,0.49328382642955415,0.6340394716618567,0,0.058608965052114825,true,0,0,0.9743264286347015,0.148910996702044,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n61,false,0.9016564360111141,0.4568673835145913,0,0.363278631080854,true,0,0,0.4328247293898541,0.8723920679881103,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n62,true,0.008091759459297965,0.3192808035432602,6,0.06717691435619355,false,0,0,0.9281021447970362,0.9634018422607278,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n63,false,0.8893214780568803,0.8969918148020103,0,0.24428058683328174,false,0,0,0.6916621357486099,0.25487719516180907,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n70,true,0.5407706643808384,0.2877062774717146,20,0.8315411479135504,false,0,0,0.690404056558632,0.7637591271693236,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n72,true,0.301218365095612,0.7985781475156681,6,0.7208532993496699,false,0,0,0.7405971861812702,0.48905325798988686,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n74,false,0.5736325749990752,0.5783669464518046,0,0.2514138436862686,true,0,0,0.3262774490652577,0.47580909822445694,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n80,false,0.626064010723812,0.4464573248245877,0,0.8916217340928531,true,0,0,0.7718533220026741,0.4742140113224546,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n81,true,0.8054225378430059,0.6412822711224536,20,0.4973298904537589,false,0,0,0.2324588408373266,0.7443025431695446,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n89,false,0.73600916801554,0.6484001758450683,0,0.24238841174860215,true,0,0,0.8246481418125994,0.7106447656973116,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n91,false,0.8486542880576053,0.039996193441644845,0,0.43126083058689757,true,0,0,0.20577095689108738,0.3737777660478437,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n92,false,0.4919396960185125,0.8834086704061176,0,0.2538765468966818,false,0,0,0.978739416277269,0.7443786191020009,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n100,false,0.35504641215270744,0.7113258160026636,0,0.9400303680434239,true,0,0,0.4052796446634989,0.9352256066006348,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n103,true,0.9009816610714789,0.5516531306560575,19,0.2975616565484783,false,0,0,0.6157176037414249,0.6827194349020087,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n114,false,0.5895541501184456,0.6576938053620515,0,0.2684374534163759,false,0,0,0.5161861596193732,0.45771507022655644,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n117,true,0.6472809068438244,0.7500380280442038,20,0.1887081664703693,false,0,0,0.9044292438661472,0.987093091282771,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n121,true,0.23254144597065518,0.858110196926646,20,0.27505199188962337,false,0,0,0.7121213106638098,0.2585625331671334,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n125,true,0.18846116237899524,0.7896276870261317,20,0.0914046345546275,false,0,0,0.9591970542926208,0.7562777025487943,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n126,true,0.33707265385380836,0.5018997938866565,12,0.7197063320499719,false,0,0,0.6944858360785713,0.27689729206563507,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n140,false,0.9092928553200402,0.6759802998754092,0,0.2869781320818149,false,0,0,0.6668335223565105,0.6330024855247782,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n141,false,0.32476398865637923,0.8772010738712788,0,0.08364555424889014,true,0,0,0.13151853818097636,0.8173384820597549,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n142,false,0.11689098985481805,0.12018949272986978,0,0.5705038937938922,true,0,0,0.8451506652109926,0.5778795688409616,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n145,true,0.7280392673334725,0.5695038624880101,20,0.09612436565094329,false,0,0,0.3510481912881227,0.6572530432782204,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n147,true,0.6560438747538102,0.8815475372779069,12,0.3340680003098162,false,0,0,0.476585012129792,0.5379185774621129,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n157,true,0.8621645860968925,0.02191972816699106,20,0.3574858272397474,false,0,0,0.7656495141168478,0.26521222270550693,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n160,true,0.6314932706328716,0.5761459526379535,20,0.5008059982412864,false,0,0,0.9776212655212054,0.6509069725967644,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n166,true,0.5045751745495016,0.3438497671342517,12,0.09283947294690759,false,0,0,0.9085559542011846,0.33757550783939827,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n167,true,0.8175920485593673,0.7157713067676071,21,0.025141338722994067,false,0,0,0.5295807490324242,0.6850710838556748,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n168,false,0.7921138805426808,0.8291151999717452,0,0.24152992783693222,false,0,0,0.8546538045096226,0.991782951355204,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n173,false,0.1713628204950376,0.6624483476305344,0,0.125593288877124,true,0,0,0.4859797199630546,0.4127939848788147,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n177,false,0.23126856114062555,0.8577312097377934,0,0.15486213787802888,true,0,0,0.25627465120033477,0.23752343968126322,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n180,true,0.9447901034805821,0.1245250360294392,5,0.33162920351754693,false,0,0,0.7533002826561633,0.9088681458582265,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n182,true,0.7229824603758592,0.8248229273304212,13,0.5103133866478364,false,0,0,0.18662190420339475,0.9712764505265856,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n184,false,0.3602351523437755,0.33373157409246607,0,0.8289820585719572,true,0,0,0.5463585799864064,0.5010246291177971,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n185,false,0.7175609382739209,0.2803145935264225,0,0.3454286505673421,false,0,0,0.08579760810177439,0.48515806827689223,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n189,true,0.8868145616630494,0.9456187331316637,21,0.5881645739264051,false,0,0,0.5214740143655412,0.6912647263703589,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n190,true,0.8094657818234687,0.9778809318163628,20,0.6482913108930397,false,0,0,0.8200859683288272,0.39992142580771006,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n194,true,0.646711571894327,0.7633220498616144,20,0.8713345722115993,false,0,0,0.7904603667338952,0.4456555673806162,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n195,false,0.8572119222019363,0.12373420906390797,0,0.5360458715334433,false,0,0,0.5287592314198929,0.7862888336788971,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n197,false,0.5660014089253638,0.8776028869190234,0,0.5401657445801439,false,0,0,0.9200668589813824,0.8284196614367088,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n199,false,0.7507488992984578,0.5037128638747055,0,0.1285232724725055,true,0,0,0.36654384739262436,0.797673217188525,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n200,true,0.7143311654936513,0.8256010573938701,21,0.07423152575189795,false,0,0,0.7347860444676485,0.5384294245244808,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n204,true,0.2473790374460973,0.5639387520369818,12,0.21363324120913457,false,0,0,0.16324638471718,0.9905645460631783,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n205,true,0.0927014177962493,0.48072647766129006,19,0.19200738169386145,false,0,0,0.7102134937392631,0.020798625003666582,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n209,false,0.7589598268893947,0.2685863640879765,0,0.49750910843832225,false,0,0,0.7390714893915733,0.5615531324106637,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n210,false,0.5498663467656578,0.591762011711792,0,0.7074437410751687,false,0,0,0.09680841565345744,0.8319916384954256,null
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,n214,true,0.2931149018202633,0.9547626855702045,20,0.6655432636386724,false,0,0,0.2694737750099546,0.78963089503772,null
